Draw number,Draw date,draw_date_iso,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Supplementary Number 3,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
1574,16/04/2024,2024-04-16,17,12,28,21,13,33,32.0,22,9,7.0,1.0,0.0,3000000.0,3000000.0,6.0,1.0,144195.6,24032.6,26.0,2.0,170413.1,6554.35,428.0,68.0,131096.4,306.3,2210.0,254.0,104864.5,47.45,55247.0,7089.0,1298304.5,23.5,153998.0,20108.0,2086672.9,13.55
1575,23/04/2024,2024-04-23,30,19,21,14,9,6,45.0,16,5,33.0,0.0,0.0,0.0,0.0,9.0,1.0,139577.4,15508.6,35.0,5.0,164955.0,4713.0,414.0,62.0,126891.0,306.5,2294.0,272.0,101509.5,44.25,55476.0,6628.0,1256531.4,22.65,142591.0,17705.0,2017662.65,14.15
1576,30/04/2024,2024-04-30,3,44,32,15,24,6,47.0,38,18,33.0,0.0,0.0,0.0,0.0,4.0,0.0,189580.6,47395.15,30.0,2.0,224050.5,7468.35,411.0,57.0,172352.85,419.35,2193.0,285.0,137830.05,62.85,56210.0,6968.0,1705973.5,30.35,152681.0,18448.0,2740623.95,17.95
1577,07/05/2024,2024-05-07,15,46,43,24,45,35,47.0,19,20,38.0,0.0,0.0,0.0,0.0,1.0,0.0,236010.3,236010.3,62.0,8.0,278922.5,4498.75,413.0,47.0,214553.5,519.5,2661.0,359.0,171634.5,64.5,68622.0,8552.0,2123850.9,30.95,174288.0,21623.0,3407330.4,19.55
1578,14/05/2024,2024-05-14,11,16,47,7,13,28,25.0,8,18,34.0,0.0,0.0,0.0,0.0,3.0,0.0,281804.1,93934.7,71.0,8.0,333039.7,4690.7,724.0,99.0,256187.4,353.85,4258.0,527.0,205022.7,48.15,104825.0,12573.0,2536765.0,24.2,266733.0,31263.0,4067678.25,15.25
1579,21/05/2024,2024-05-21,26,47,25,30,7,3,8.0,4,16,15.0,0.0,0.0,0.0,0.0,6.0,3.0,337221.3,56203.55,99.0,12.0,398534.4,4025.6,884.0,118.0,306571.2,346.8,4582.0,578.0,245366.1,53.55,118409.0,14512.0,3037190.85,25.65,317050.0,38419.0,4866717.5,15.35
1580,28/05/2024,2024-05-28,10,15,29,31,42,5,13.0,17,40,39.0,3.0,0.0,40000000.02,13333333.34,13.0,2.0,541769.15,41674.55,168.0,18.0,640273.2,3811.15,1412.0,199.0,492505.6,348.8,8038.0,1064.0,393862.0,49.0,196192.0,25850.0,4875371.2,24.85,481885.0,63886.0,7830631.25,16.25
1581,04/06/2024,2024-06-04,1,36,16,13,33,15,28.0,45,21,26.0,1.0,0.0,3000000.0,3000000.0,2.0,0.0,145877.2,72938.6,60.0,4.0,172401.0,2873.35,323.0,32.0,132607.65,410.55,2103.0,216.0,106096.35,50.45,50592.0,5969.0,1312862.4,25.95,133617.0,15917.0,2111148.6,15.8
1582,11/06/2024,2024-06-11,45,30,12,3,26,46,41.0,18,42,35.0,0.0,0.0,0.0,0.0,1.0,0.0,134774.35,134774.35,31.0,8.0,159279.55,5138.05,255.0,41.0,122527.5,480.5,1482.0,204.0,98034.3,66.15,38596.0,5017.0,1213844.2,31.45,104425.0,13650.0,1947526.25,18.65
1583,18/06/2024,2024-06-18,21,3,28,30,29,10,9.0,47,17,6.0,0.0,0.0,0.0,0.0,5.0,2.0,181001.5,36200.3,60.0,9.0,213912.0,3565.2,614.0,72.0,164552.0,268.0,3220.0,336.0,131698.0,40.9,75526.0,8668.0,1627585.3,21.55,181388.0,21030.0,2611987.2,14.4
1584,25/06/2024,2024-06-25,40,12,31,9,2,38,14.0,4,8,15.0,0.0,0.0,0.0,0.0,6.0,0.0,258046.2,43007.7,47.0,8.0,304964.2,6488.6,560.0,69.0,234584.0,418.9,3408.0,377.0,187610.4,55.05,85435.0,10184.0,2323832.0,27.2,235830.0,28439.0,3726114.0,15.8
1585,02/07/2024,2024-07-02,30,14,36,38,31,46,29.0,23,34,41.0,0.0,0.0,0.0,0.0,11.0,1.0,309353.0,28123.0,65.0,12.0,365599.0,5624.6,589.0,80.0,281218.05,477.45,3474.0,483.0,224941.5,64.75,91399.0,11596.0,2783099.55,30.45,243594.0,31699.0,4469949.9,18.35
1586,09/07/2024,2024-07-09,39,12,26,21,44,18,37.0,33,2,17.0,0.0,0.0,0.0,0.0,4.0,2.0,403826.2,100956.55,98.0,16.0,477250.2,4869.9,934.0,114.0,367108.7,393.05,5454.0,707.0,293697.9,53.85,137317.0,17520.0,3632034.65,26.45,358350.0,46716.0,5841105.0,16.3
1587,16/07/2024,2024-07-16,18,1,42,33,15,36,10.0,9,12,27.0,1.0,0.0,40000000.0,40000000.0,9.0,2.0,514295.1,57143.9,137.0,20.0,607800.5,4436.5,1248.0,176.0,467563.2,374.65,7060.0,959.0,374180.0,53.0,172703.0,24192.0,4628440.4,26.8,465320.0,64438.0,7445120.0,16.0
1588,23/07/2024,2024-07-23,15,29,12,33,10,1,42.0,32,30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,312688.2,7106.55,375.0,74.0,130293.75,347.45,2379.0,338.0,104200.2,43.8,53260.0,7116.0,1288892.0,24.2,131726.0,16984.0,2074684.5,15.75
1589,30/07/2024,2024-07-30,43,9,42,27,29,40,25.0,45,24,35.0,1.0,0.0,8000000.0,8000000.0,4.0,0.0,268946.2,67236.55,47.0,6.0,317846.9,6762.7,530.0,70.0,244515.5,461.35,2610.0,316.0,195619.5,74.95,67755.0,8425.0,2422241.25,35.75,177022.0,21441.0,3894484.0,22.0
1590,06/08/2024,2024-08-06,7,3,39,32,36,43,9.0,23,29,42.0,0.0,0.0,0.0,0.0,2.0,0.0,139236.9,69618.45,31.0,2.0,164552.65,5308.15,322.0,41.0,126578.2,393.1,1913.0,263.0,101293.35,52.95,47215.0,5946.0,1253558.25,26.55,126120.0,16302.0,2011614.0,15.95
1591,13/08/2024,2024-08-13,42,34,21,22,6,40,4.0,27,44,5.0,0.0,0.0,0.0,0.0,2.0,0.0,182690.1,91345.05,49.0,8.0,215906.25,4406.25,379.0,45.0,166077.8,438.2,2368.0,295.0,132844.8,56.1,59817.0,7015.0,1644967.5,27.5,160683.0,18806.0,2643235.35,16.45
1592,20/08/2024,2024-08-20,40,18,29,37,38,21,20.0,23,31,46.0,0.0,0.0,0.0,0.0,4.0,0.0,234391.4,58597.85,54.0,4.0,277009.2,5129.8,505.0,57.0,213084.75,421.95,3210.0,375.0,170451.0,53.1,76024.0,9020.0,2109666.0,27.75,187643.0,22702.0,3386956.15,18.05
1593,27/08/2024,2024-08-27,37,42,22,1,18,14,13.0,28,27,32.0,0.0,0.0,0.0,0.0,8.0,0.0,357999.6,44749.95,104.0,16.0,423092.8,4068.2,823.0,96.0,325455.35,395.45,4756.0,595.0,260391.0,54.75,121854.0,14624.0,3223038.3,26.45,325869.0,40412.0,5181317.1,15.9
1594,03/09/2024,2024-09-03,43,35,9,38,32,8,3.0,33,22,46.0,2.0,0.0,30000000.0,15000000.0,10.0,0.0,450180.0,45018.0,100.0,7.0,532030.0,5320.3,938.0,108.0,409249.4,436.3,6142.0,773.0,327368.6,53.3,152005.0,19489.0,4050933.25,26.65,384208.0,50154.0,6512325.6,16.95
1595,10/09/2024,2024-09-10,27,30,23,25,4,10,37.0,20,16,3.0,0.0,0.0,0.0,0.0,6.0,2.0,144323.4,24053.9,42.0,9.0,170564.1,4061.05,457.0,69.0,131204.7,287.1,2372.0,325.0,104961.0,44.25,56682.0,7081.0,1298017.8,22.9,147825.0,18293.0,2084332.5,14.1
1596,17/09/2024,2024-09-17,32,13,26,4,24,15,3.0,31,36,28.0,0.0,0.0,0.0,0.0,3.0,2.0,193262.55,64420.85,62.0,3.0,228401.8,3683.9,466.0,72.0,175682.0,377.0,2954.0,374.0,140610.4,47.6,72227.0,8417.0,1740670.7,24.1,181308.0,21169.0,2792143.2,15.4
1597,24/09/2024,2024-09-24,33,35,15,13,30,4,32.0,20,27,45.0,1.0,0.0,15000000.0,15000000.0,8.0,1.0,299358.8,37419.85,84.0,12.0,353787.0,4211.75,700.0,99.0,272160.0,388.8,4296.0,574.0,217807.2,50.7,104769.0,12304.0,2692563.3,25.7,269627.0,30656.0,4327513.35,16.05
1598,01/10/2024,2024-10-01,3,2,5,27,31,24,32.0,35,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,141965.0,141965.0,32.0,3.0,167777.6,5243.05,384.0,63.0,129062.4,336.1,2003.0,242.0,103254.65,51.55,51228.0,6527.0,1278138.6,24.95,137195.0,17336.0,2051065.25,14.95
1599,08/10/2024,2024-10-08,30,46,44,14,45,42,6.0,16,15,21.0,1.0,0.0,8000000.0,8000000.0,1.0,0.0,278827.9,278827.9,38.0,9.0,329522.7,8671.65,388.0,45.0,253499.8,653.35,2469.0,312.0,202951.8,82.2,64276.0,7375.0,2513191.6,39.1,165802.0,19519.0,4037278.7,24.35
1600,15/10/2024,2024-10-15,3,30,39,11,46,43,12.0,36,20,22.0,0.0,0.0,0.0,0.0,1.0,0.0,138705.85,138705.85,23.0,6.0,163925.6,7127.2,266.0,29.0,126097.3,474.05,1619.0,207.0,100863.7,62.3,42031.0,5465.0,1248320.7,29.7,111689.0,14404.0,2004817.55,17.95
1601,22/10/2024,2024-10-22,17,1,28,16,24,26,2.0,47,4,41.0,1.0,0.0,8000000.0,8000000.0,5.0,0.0,178331.25,35666.25,53.0,7.0,210754.5,3976.5,418.0,60.0,162121.3,387.85,2891.0,374.0,129661.35,44.85,67733.0,8238.0,1605272.1,23.7,154871.0,18578.0,2578602.15,16.65
1602,29/10/2024,2024-10-29,39,3,45,33,10,27,22.0,12,1,23.0,0.0,0.0,0.0,0.0,5.0,1.0,139315.0,27863.0,38.0,3.0,164644.5,4332.75,409.0,58.0,126646.85,309.65,2218.0,305.0,101362.6,45.7,50241.0,6611.0,1253512.95,24.95,134120.0,16890.0,2011800.0,15.0
1603,05/11/2024,2024-11-05,6,45,16,4,35,31,32.0,44,11,39.0,0.0,0.0,0.0,0.0,5.0,0.0,184533.0,36906.6,32.0,3.0,218084.8,6815.15,388.0,52.0,167751.8,432.35,2270.0,265.0,134157.0,59.1,59440.0,7264.0,1661348.0,27.95,155512.0,19088.0,2667030.8,17.15
1604,12/11/2024,2024-11-12,34,30,5,14,16,10,28.0,19,9,23.0,0.0,0.0,0.0,0.0,4.0,0.0,246419.0,61604.75,71.0,7.0,291220.7,4101.7,720.0,95.0,224028.0,311.15,3789.0,366.0,179219.7,47.3,92693.0,10682.0,2219997.35,23.95,245071.0,28557.0,3565783.05,14.55
1605,19/11/2024,2024-11-19,18,40,8,34,2,9,10.0,3,32,37.0,0.0,0.0,0.0,0.0,5.0,0.0,282795.25,56559.05,80.0,16.0,334212.0,4177.65,729.0,76.0,257081.85,352.65,4209.0,585.0,205609.65,48.85,104647.0,12770.0,2542922.1,24.3,255672.0,30543.0,4090752.0,16.0
1606,26/11/2024,2024-11-26,12,17,4,19,32,2,22.0,27,11,31.0,0.0,0.0,0.0,0.0,8.0,1.0,327102.8,40887.85,104.0,7.0,386578.4,3717.1,1073.0,122.0,297381.95,277.15,5769.0,674.0,237971.25,41.25,130095.0,15589.0,2946651.75,22.65,330551.0,40724.0,4726879.3,14.3
1607,03/12/2024,2024-12-03,23,26,39,18,44,27,22.0,10,41,37.0,0.0,0.0,0.0,0.0,7.0,0.0,502852.0,71836.0,101.0,12.0,594278.95,5883.95,1174.0,145.0,457155.6,389.4,6522.0,818.0,365558.1,56.05,173749.0,22685.0,4526161.45,26.05,441250.0,57395.0,7258562.5,16.45
1608,10/12/2024,2024-12-10,1,29,20,23,34,46,39.0,42,43,24.0,1.0,0.0,50000000.0,50000000.0,10.0,1.0,626891.0,62689.1,139.0,16.0,740870.0,5330.0,1261.0,163.0,569908.95,451.95,7436.0,921.0,455826.8,61.3,197132.0,25596.0,5637975.2,28.6,513500.0,67944.0,9063275.0,17.65
1609,17/12/2024,2024-12-17,31,41,16,13,26,22,10.0,8,19,14.0,0.0,0.0,0.0,0.0,3.0,1.0,152120.55,50706.85,27.0,2.0,179779.5,6658.5,376.0,50.0,138292.8,367.8,2218.0,278.0,110678.2,49.9,53518.0,6950.0,1370060.8,25.6,144383.0,18275.0,2201840.75,15.25
1610,24/12/2024,2024-12-24,17,45,31,41,20,47,46.0,40,3,33.0,0.0,0.0,0.0,0.0,4.0,0.0,245917.8,61479.45,51.0,7.0,290631.15,5698.65,467.0,60.0,223552.9,478.7,2754.0,311.0,178872.3,64.95,70666.0,8759.0,2211845.8,31.3,186369.0,22965.0,3550329.45,19.05
1611,31/12/2024,2024-12-31,12,47,4,15,24,38,7.0,43,46,8.0,0.0,0.0,0.0,0.0,7.0,2.0,312531.1,44647.3,80.0,11.0,369356.0,4616.95,650.0,77.0,284115.0,437.1,4097.0,489.0,227383.5,55.5,105427.0,12269.0,2814900.9,26.7,260901.0,28974.0,4513587.3,17.3
1612,07/01/2025,2025-01-07,19,27,6,2,11,46,29.0,42,38,15.0,0.0,0.0,0.0,0.0,9.0,1.0,346773.15,38530.35,83.0,16.0,409820.8,4937.6,807.0,105.0,315254.55,390.65,4932.0,588.0,252271.8,51.15,126345.0,14892.0,3120721.5,24.7,302873.0,36071.0,5012548.15,16.55
1613,14/01/2025,2025-01-14,38,9,2,11,5,32,17.0,25,36,7.0,0.0,0.0,0.0,0.0,8.0,1.0,455833.2,56979.15,97.0,8.0,538713.75,5553.75,1296.0,162.0,414396.0,319.75,6670.0,803.0,331499.0,49.7,169626.0,20463.0,4104949.2,24.2,446405.0,53760.0,6584473.75,14.75
1614,21/01/2025,2025-01-21,24,44,18,22,41,8,37.0,26,39,1.0,0.0,0.0,0.0,0.0,6.0,1.0,694541.4,115756.9,189.0,21.0,820817.55,4342.95,1614.0,222.0,631396.8,391.2,9681.0,1376.0,505348.2,52.2,236334.0,31608.0,6251034.3,26.45,608782.0,79956.0,10044903.0,16.5
1615,28/01/2025,2025-01-28,44,33,24,3,34,36,42.0,5,1,10.0,0.0,0.0,0.0,0.0,21.0,4.0,972409.2,46305.2,219.0,33.0,1149213.45,5247.55,2169.0,281.0,883975.95,407.55,12543.0,1625.0,707425.2,56.4,324065.0,42806.0,8749755.0,27.0,832826.0,110848.0,14074759.4,16.9
1616,04/02/2025,2025-02-04,3,34,35,26,44,39,36.0,5,45,6.0,1.0,0.0,100000000.0,100000000.0,26.0,4.0,1549540.2,59597.7,362.0,39.0,1831267.5,5058.75,3311.0,473.0,1408664.95,425.45,19572.0,2759.0,1127347.2,57.6,514574.0,68115.0,13944955.4,27.1,1343788.0,172785.0,22374070.2,16.65
1617,11/02/2025,2025-02-11,16,13,23,40,19,34,35.0,31,25,7.0,0.0,0.0,0.0,0.0,4.0,0.0,157131.8,39282.95,29.0,5.0,185701.5,6403.5,400.0,48.0,142840.0,357.1,2080.0,293.0,114296.0,54.95,53779.0,6451.0,1414387.7,26.3,144887.0,18138.0,2274725.9,15.7
1618,18/02/2025,2025-02-18,13,28,21,16,14,43,17.0,36,4,25.0,0.0,0.0,0.0,0.0,8.0,3.0,299040.8,37380.1,74.0,16.0,353412.9,4775.85,588.0,101.0,271861.8,462.35,3357.0,499.0,217701.45,64.85,84354.0,9879.0,2695110.3,31.95,214640.0,24236.0,4324996.0,20.15
1619,25/02/2025,2025-02-25,12,8,11,30,17,46,18.0,24,37,42.0,1.0,0.0,15000000.0,15000000.0,6.0,1.0,284669.4,47444.9,65.0,4.0,336427.0,5175.8,638.0,65.0,258804.7,405.65,4021.0,453.0,207081.5,51.5,99629.0,11447.0,2560465.3,25.7,246452.0,29371.0,4115748.4,16.7
1620,04/03/2025,2025-03-04,19,9,21,17,45,35,29.0,27,28,36.0,0.0,0.0,0.0,0.0,3.0,1.0,153354.0,51118.0,45.0,10.0,181237.5,4027.5,395.0,43.0,139415.25,352.95,2355.0,296.0,111509.25,47.35,57705.0,6893.0,1379149.5,23.9,147374.0,17987.0,2217978.7,15.05
1621,11/03/2025,2025-03-11,33,32,20,5,41,2,21.0,1,8,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,445344.75,9896.55,456.0,38.0,185569.2,406.95,2676.0,324.0,148384.2,55.45,68392.0,8484.0,1836325.2,26.85,182598.0,22016.0,2948957.7,16.15
1622,18/03/2025,2025-03-18,4,39,12,6,47,30,37.0,17,13,34.0,0.0,0.0,0.0,0.0,5.0,1.0,300775.5,60155.1,63.0,10.0,355461.75,5642.25,574.0,45.0,273424.9,476.35,3670.0,431.0,218732.0,59.6,93137.0,11316.0,2705629.85,29.05,248373.0,29947.0,4346527.5,17.5
1623,25/03/2025,2025-03-25,44,13,40,39,26,8,19.0,20,46,16.0,0.0,0.0,0.0,0.0,11.0,0.0,338892.4,30808.4,66.0,13.0,400507.8,6068.3,754.0,77.0,308084.4,408.6,4864.0,510.0,246361.6,50.65,116609.0,13438.0,3049325.35,26.15,282521.0,34291.0,4901739.35,17.35
1624,01/04/2025,2025-04-01,4,28,40,30,8,29,36.0,47,37,44.0,0.0,0.0,0.0,0.0,13.0,1.0,433236.7,33325.9,121.0,10.0,512005.45,4231.45,925.0,116.0,393865.0,425.8,5834.0,712.0,315036.0,54.0,149973.0,18136.0,3899298.0,26.0,356732.0,44065.0,6260646.6,17.55
1625,08/04/2025,2025-04-08,17,44,18,30,29,21,24.0,9,12,43.0,0.0,0.0,0.0,0.0,13.0,1.0,642907.85,49454.45,145.0,12.0,759800.0,5240.0,1602.0,175.0,584489.7,364.85,8991.0,1101.0,467532.0,52.0,225960.0,26465.0,5784576.0,25.6,586760.0,69088.0,9300146.0,15.85
1626,15/04/2025,2025-04-15,14,32,13,29,41,23,8.0,43,4,40.0,1.0,0.0,70000000.0,70000000.0,41.0,2.0,999354.5,24374.5,289.0,24.0,1181056.3,4086.7,2545.0,212.0,908565.0,357.0,14692.0,1727.0,726519.4,49.45,351775.0,40913.0,8987851.25,25.55,879213.0,102454.0,14463053.85,16.45
1627,22/04/2025,2025-04-22,23,27,37,2,31,3,16.0,34,28,21.0,0.0,0.0,0.0,0.0,5.0,2.0,150890.25,30178.05,42.0,2.0,178325.7,4245.85,367.0,49.0,137166.25,373.75,2288.0,292.0,109709.6,47.95,55421.0,7044.0,1357814.5,24.5,140486.0,18005.0,2184557.3,15.55
1628,29/04/2025,2025-04-29,34,43,2,38,27,16,30.0,14,9,31.0,0.0,0.0,0.0,0.0,5.0,1.0,211234.25,42246.85,39.0,2.0,249640.95,6401.05,438.0,56.0,192041.1,438.45,2619.0,339.0,153604.35,58.65,67811.0,8099.0,1902098.55,28.05,180399.0,21677.0,3057763.05,16.95
1629,06/05/2025,2025-05-06,28,17,47,35,43,6,19.0,3,18,45.0,0.0,0.0,0.0,0.0,4.0,0.0,261032.0,65258.0,62.0,8.0,308493.4,4975.7,565.0,64.0,237300.0,420.0,3249.0,380.0,189904.05,58.45,82422.0,9941.0,2349027.0,28.5,224683.0,26386.0,3774674.4,16.8
1630,13/05/2025,2025-05-13,18,26,40,39,10,16,9.0,35,43,20.0,0.0,0.0,0.0,0.0,7.0,0.0,341825.05,48832.15,89.0,8.0,403975.45,4539.05,703.0,85.0,310761.15,442.05,4431.0,567.0,248579.1,56.1,113008.0,13783.0,3073817.6,27.2,288409.0,35429.0,4946214.35,17.15
1631,20/05/2025,2025-05-20,22,31,32,21,25,39,36.0,37,29,16.0,0.0,0.0,0.0,0.0,8.0,1.0,428572.8,53571.6,97.0,15.0,506495.2,5221.6,949.0,131.0,389611.95,410.55,5575.0,677.0,311642.5,55.9,139363.0,17079.0,3860355.1,27.7,361035.0,43790.0,6191750.25,17.15
1632,27/05/2025,2025-05-27,37,45,46,12,16,39,24.0,31,44,19.0,0.0,0.0,0.0,0.0,12.0,1.0,618373.8,51531.15,144.0,17.0,730807.2,5075.05,1368.0,169.0,562179.6,410.95,7576.0,881.0,449635.6,59.35,192310.0,23726.0,5567374.5,28.95,510725.0,61638.0,8937687.5,17.5
1633,03/06/2025,2025-06-03,44,34,45,1,46,25,21.0,9,14,16.0,1.0,0.0,70000000.0,70000000.0,20.0,2.0,967315.0,48365.75,193.0,16.0,1143187.25,5923.25,2118.0,215.0,879393.6,415.2,11877.0,1263.0,703712.25,59.25,309153.0,34625.0,8702656.95,28.15,810969.0,90849.0,13989215.25,17.25
1634,10/06/2025,2025-06-10,45,1,33,32,21,15,38.0,25,3,39.0,0.0,0.0,0.0,0.0,3.0,1.0,145688.4,48562.8,38.0,6.0,172178.0,4531.0,344.0,59.0,132440.0,385.0,1948.0,307.0,105971.2,54.4,47268.0,6557.0,1311687.0,27.75,125330.0,16716.0,2105544.0,16.8
1635,17/06/2025,2025-06-17,31,8,21,29,47,25,26.0,43,24,18.0,0.0,0.0,0.0,0.0,1.0,0.0,327252.6,327252.6,54.0,6.0,386753.4,7162.1,549.0,75.0,297530.55,541.95,3071.0,396.0,238002.5,77.5,81576.0,9658.0,2944893.6,36.1,214389.0,25532.0,4727277.45,22.05
1636,24/06/2025,2025-06-24,45,7,19,23,8,12,24.0,33,4,38.0,0.0,0.0,0.0,0.0,9.0,2.0,307976.85,34219.65,96.0,13.0,363974.4,3791.4,926.0,121.0,279976.1,302.35,5117.0,604.0,223868.75,43.75,122800.0,14394.0,2769140.0,22.55,301482.0,36139.0,4446859.5,14.75
1637,01/07/2025,2025-07-01,43,32,16,28,26,38,2.0,33,40,23.0,1.0,0.0,20000000.0,20000000.0,9.0,1.0,388640.25,43182.25,113.0,10.0,459299.8,4064.6,875.0,84.0,353325.0,403.8,5299.0,650.0,282701.65,53.35,130606.0,15509.0,3500240.8,26.8,332897.0,40855.0,5609314.45,16.85
1638,08/07/2025,2025-07-08,5,43,27,47,41,44,1.0,18,23,26.0,0.0,0.0,0.0,0.0,1.0,0.0,158101.6,158101.6,26.0,2.0,186847.7,7186.45,296.0,36.0,143722.8,485.55,1761.0,248.0,114993.3,65.3,47604.0,6377.0,1423359.6,29.9,125234.0,16691.0,2285520.5,18.25
1639,15/07/2025,2025-07-15,6,20,39,41,7,13,17.0,12,30,23.0,0.0,0.0,0.0,0.0,5.0,0.0,206441.5,41288.3,48.0,3.0,243976.8,5082.85,490.0,59.0,187670.0,383.0,2957.0,384.0,150067.75,50.75,73124.0,9088.0,1857349.6,25.4,194103.0,23531.0,2979481.05,15.35
1640,22/07/2025,2025-07-22,17,1,36,25,5,32,21.0,38,16,41.0,0.0,0.0,0.0,0.0,7.0,0.0,270406.15,38629.45,86.0,7.0,319571.7,3715.95,664.0,59.0,245812.8,370.2,3987.0,480.0,196758.45,49.35,97562.0,11059.0,2434171.9,24.95,234522.0,26345.0,3904791.3,16.65
1641,29/07/2025,2025-07-29,38,2,21,28,31,25,18.0,23,34,27.0,0.0,0.0,0.0,0.0,12.0,1.0,351576.6,29298.05,82.0,15.0,415498.1,5067.05,907.0,103.0,319626.8,352.4,5031.0,567.0,255574.8,50.8,124995.0,14125.0,3162373.5,25.3,324003.0,37090.0,5086847.1,15.7
1642,05/08/2025,2025-08-05,11,32,40,42,38,29,34.0,15,3,47.0,2.0,0.0,30000000.0,15000000.0,6.0,1.0,448521.6,74753.6,136.0,14.0,530073.6,3897.6,1024.0,136.0,407756.8,398.2,6378.0,771.0,326234.7,51.15,149600.0,17689.0,4039200.0,27.0,373272.0,44734.0,6476269.2,17.35
1643,12/08/2025,2025-08-12,14,34,37,41,38,2,40.0,28,19,25.0,0.0,0.0,0.0,0.0,6.0,0.0,157014.9,26169.15,29.0,2.0,185563.75,6398.75,340.0,50.0,142749.0,419.85,1849.0,237.0,114175.75,61.75,47338.0,6200.0,1413039.3,29.85,127224.0,15936.0,2270948.4,17.85
1644,19/08/2025,2025-08-19,11,32,8,41,26,29,4.0,3,16,10.0,0.0,0.0,0.0,0.0,7.0,1.0,295711.5,42244.5,56.0,5.0,349476.4,6240.65,558.0,55.0,268844.4,481.8,3516.0,400.0,215179.2,61.2,83819.0,9595.0,2661253.25,31.75,220416.0,25388.0,4276070.4,19.4
1645,26/08/2025,2025-08-26,28,17,35,29,10,36,26.0,37,47,24.0,1.0,0.0,15000000.0,15000000.0,6.0,3.0,265786.2,44297.7,73.0,7.0,314111.7,4302.9,582.0,71.0,241617.3,415.15,3639.0,440.0,193230.9,53.1,91447.0,10364.0,2391339.05,26.15,222488.0,25509.0,3837918.0,17.25
1646,02/09/2025,2025-09-02,39,17,7,37,1,30,2.0,13,47,6.0,0.0,0.0,0.0,0.0,2.0,0.0,142788.9,71394.45,39.0,4.0,168751.05,4326.95,314.0,38.0,129807.6,413.4,1935.0,221.0,103812.75,53.65,49708.0,6217.0,1284951.8,25.85,129796.0,16660.0,2063756.4,15.9
1647,09/09/2025,2025-09-09,44,37,30,21,33,13,14.0,26,4,3.0,0.0,0.0,0.0,0.0,3.0,0.0,218440.5,72813.5,48.0,3.0,258156.0,5378.25,507.0,46.0,198591.9,391.7,2802.0,335.0,158873.4,56.7,75103.0,8729.0,1967698.6,26.2,208016.0,24640.0,3161843.2,15.2
1648,16/09/2025,2025-09-16,20,35,41,3,42,37,7.0,33,30,18.0,2.0,1.0,15000000.0,7500000.0,4.0,0.0,297501.0,74375.25,73.0,8.0,351593.55,4816.35,658.0,74.0,270470.9,411.05,3886.0,426.0,216450.2,55.7,98800.0,11616.0,2677480.0,27.1,257714.0,30538.0,4303823.8,16.7
1649,23/09/2025,2025-09-23,23,11,30,1,4,31,20.0,25,42,40.0,0.0,0.0,0.0,0.0,1.0,0.0,147711.05,147711.05,55.0,7.0,174567.25,3173.95,400.0,44.0,134280.0,335.7,2834.0,353.0,107408.6,37.9,61171.0,7706.0,1330469.25,21.75,138690.0,17668.0,2135826.0,15.4
1650,30/09/2025,2025-09-30,28,35,4,46,7,39,9.0,14,15,24.0,0.0,0.0,0.0,0.0,3.0,0.0,190959.6,63653.2,41.0,7.0,225680.4,5504.4,447.0,57.0,173592.45,388.35,2234.0,262.0,138843.1,62.15,60571.0,7595.0,1717187.85,28.35,169820.0,20463.0,2759575.0,16.25
1651,07/10/2025,2025-10-07,44,46,39,34,7,15,3.0,24,19,13.0,1.0,0.0,15000000.0,15000000.0,1.0,1.0,244222.4,244222.4,48.0,9.0,288626.4,6013.05,497.0,61.0,222009.9,446.7,2838.0,390.0,177658.8,62.6,74916.0,9545.0,2198784.6,29.35,205279.0,26623.0,3530798.8,17.2
1652,14/10/2025,2025-10-14,47,17,22,1,33,18,14.0,44,34,11.0,0.0,0.0,0.0,0.0,5.0,0.0,154069.25,30813.85,25.0,2.0,182081.25,7283.25,302.0,44.0,140067.6,463.8,1821.0,264.0,112082.55,61.55,48775.0,6647.0,1387648.75,28.45,132417.0,17466.0,2224605.6,16.8
1653,21/10/2025,2025-10-21,26,29,28,37,36,45,4.0,20,43,24.0,0.0,0.0,0.0,0.0,2.0,0.0,208395.1,104197.55,35.0,9.0,246284.5,7036.7,478.0,59.0,189455.3,396.35,2742.0,339.0,151495.5,55.25,69767.0,8375.0,1876732.3,26.9,182008.0,21810.0,3012232.4,16.55
